pidp,sclfsato,age_dv,fimnnet_dv,nchild_dv,hiqual_dv,hhsize,ever_married,log_income,sex_female,occ_2.0,occ_3.0
22445,6.0,38.0,2440.40991210938,2,1.0,4.0,0,7.800330984237853,1,False,False
29925,6.0,46.0,4000.0,2,1.0,3.0,1,8.294299608857235,1,True,False
76165,2.0,40.0,3700.0,2,3.0,4.0,0,8.216358332386156,1,False,False
280165,5.0,44.0,531.580017089844,0,4.0,4.0,0,6.277733153130038,1,True,False
469205,6.0,33.0,2235.89990234375,2,5.0,3.0,1,7.712846214107107,1,False,True
599765,7.0,36.0,2959.46997070313,1,1.0,3.0,0,7.993103308601059,1,False,False
1587125,4.0,57.0,2430.0,0,2.0,1.0,1,7.796057974316123,1,False,False
2888645,6.0,34.0,2804.169921875,0,3.0,1.0,1,7.939219394330567,1,False,False
3062725,5.0,37.0,3550.0,2,,5.0,1,8.174984532943087,1,False,True
3663845,3.0,38.0,503.059997558594,0,4.0,2.0,1,6.222695303761328,0,True,False
4849085,3.0,40.0,3771.25,0,1.0,2.0,0,8.235426919393761,0,False,False
4853165,4.0,52.0,1625.0,0,4.0,3.0,0,7.3938782901077555,0,False,True
68008847,6.0,65.0,2294.0,0,5.0,1.0,1,7.738488122494646,1,True,False
68009527,4.0,45.0,2253.330078125,2,2.0,4.0,0,7.720608124927524,0,True,False
68010887,6.0,59.0,1800.0,0,1.0,2.0,0,7.496097345175956,1,False,False
68014291,7.0,30.0,1800.0,0,3.0,2.0,0,7.496097345175956,1,False,False
68029931,7.0,53.0,2100.0,0,3.0,5.0,0,7.650168700845001,0,False,False
68035367,6.0,42.0,4107.169921875,2,1.0,4.0,0,8.32073293384319,0,False,False
68041487,6.0,53.0,3800.0,0,1.0,4.0,0,8.24301946898925,1,False,False
68041491,6.0,48.0,0.0,0,3.0,4.0,0,0.0,0,False,False
68045567,6.0,61.0,5515.0,0,1.0,1.0,1,8.615408238913192,1,False,False
68049651,6.0,63.0,1680.0,0,3.0,2.0,0,7.427144133408616,1,False,False
68051007,6.0,62.0,820.0,0,1.0,2.0,0,6.710523109452428,0,False,False
68051011,3.0,55.0,3283.46997070313,0,2.0,2.0,0,8.096960569560677,1,False,False
68056447,6.0,60.0,1900.0,0,5.0,5.0,0,7.550135342488429,0,False,True
68056451,4.0,58.0,1506.67004394531,0,4.0,5.0,0,7.318320720877074,1,False,True
68056455,3.0,28.0,1600.0,0,1.0,5.0,1,7.3783837129967145,1,False,False
68060527,4.0,49.0,2900.0,0,1.0,3.0,0,7.972810784121404,0,False,False
68060531,6.0,50.0,2594.46997070313,0,1.0,3.0,0,7.861522885446214,1,False,False
68063247,7.0,56.0,688.609985351563,0,4.0,3.0,0,6.53612619916281,1,False,True
68063251,7.0,58.0,1742.18005371094,0,4.0,3.0,0,7.463466341223815,0,False,True
68063927,6.0,53.0,713.239990234375,0,2.0,3.0,0,6.571219026640087,1,True,False
68063931,4.0,55.0,3080.0,0,2.0,3.0,0,8.033009498596668,0,False,True
68068007,6.0,56.0,2654.169921875,0,4.0,2.0,0,7.884263932334296,0,False,True
68068015,6.0,31.0,2053.0,1,3.0,3.0,0,7.627544390488503,1,False,False
68068082,6.0,62.0,1348.5400390625,0,3.0,2.0,0,7.2075191015714655,0,True,False
68071407,3.0,34.0,1473.0,1,4.0,3.0,0,7.295735072749282,0,False,True
68089168,5.0,32.0,2724.46997070313,0,3.0,2.0,0,7.910396158539815,0,False,True
68105411,5.0,44.0,108.330001831055,0,2.0,2.0,0,4.6943708481943585,0,True,False
68111527,6.0,42.0,3194.46997070313,1,1.0,3.0,0,8.069489451675857,1,False,False
68111531,6.0,42.0,2800.0,1,3.0,3.0,0,7.937731775260109,0,False,False
68112207,2.0,39.0,5082.0,3,1.0,6.0,0,8.533656917446903,0,False,False
68112211,3.0,37.0,1409.0,3,3.0,6.0,0,7.251344983372214,1,False,True
68120375,5.0,42.0,2229.64990234375,1,3.0,2.0,1,7.710048258023522,1,False,False
68121047,6.0,51.0,1226.0,0,4.0,4.0,0,7.112327444710911,1,True,False
68121055,5.0,27.0,1397.35998535156,0,3.0,4.0,1,7.243055389897729,1,True,False
68125127,2.0,57.0,1200.0,0,3.0,2.0,0,7.0909098220799835,1,False,False
68125131,6.0,32.0,1923.32995605469,1,1.0,3.0,0,7.562333111353015,0,False,False
68125135,6.0,27.0,2703.0,0,1.0,1.0,1,7.902487437162855,1,False,False
68132607,6.0,53.0,2890.13989257813,0,2.0,2.0,0,7.969406129838418,0,False,False
68141447,6.0,61.0,2400.69995117188,0,4.0,5.0,0,7.783932078589068,1,True,False
68141455,5.0,31.0,1779.57995605469,1,4.0,2.0,1,7.484694408227223,1,False,False
68142127,6.0,47.0,1012.30999755859,0,2.0,4.0,0,6.920977476741917,1,False,True
68142131,6.0,46.0,7842.509765625,0,1.0,4.0,0,8.967441687355123,0,False,False
68142890,7.0,43.0,16.6700000762939,2,1.0,4.0,0,2.871868290649313,1,False,False
68144847,6.0,55.0,3033.330078125,0,3.0,3.0,0,8.017745947044666,0,False,False
68150967,5.0,61.0,1421.32995605469,0,4.0,2.0,0,7.26005162005353,0,False,True
68150971,6.0,64.0,2639.5,0,4.0,2.0,0,7.8787235721469875,1,True,False
68150975,6.0,34.0,3105.0,0,4.0,1.0,1,8.041091003708633,0,False,False
68155055,6.0,34.0,1639.07995605469,0,1.0,2.0,0,7.402500273321706,1,False,True
68155059,5.0,33.0,1700.0,0,1.0,1.0,1,7.438971592395862,1,False,False
68155727,5.0,54.0,3221.8798828125,0,1.0,3.0,0,8.078030612369002,0,False,True
68155731,5.0,54.0,4009.0,0,1.0,2.0,0,8.296546520300614,1,False,False
68157166,2.0,38.0,3555.69995117188,3,1.0,5.0,0,8.17658841392651,0,False,False
68157767,6.0,58.0,2414.25,0,3.0,2.0,1,7.789558080397619,1,True,False
68157771,3.0,29.0,1347.0,0,3.0,2.0,1,7.206377291472252,1,False,False
68160489,6.0,47.0,3767.669921875,0,1.0,1.0,1,8.234477412322724,0,False,False
68160493,7.0,29.0,973.919982910156,0,9.0,2.0,1,6.8823553988199215,1,False,True
68163887,6.0,38.0,4330.0,2,1.0,4.0,0,8.373553741214627,0,False,False
68167967,7.0,45.0,1802.5,0,3.0,4.0,0,7.497484500343593,1,False,False
68167971,6.0,45.0,1908.32995605469,0,1.0,4.0,0,7.554507651144703,0,False,True
68173411,6.0,63.0,3346.0,0,1.0,2.0,0,8.115819701211327,0,False,False
68180887,3.0,53.0,598.0,1,1.0,4.0,0,6.395261598115449,1,False,True
68180891,4.0,51.0,4305.0,1,1.0,4.0,0,8.367764677924308,0,False,False
68184967,5.0,49.0,5500.0,2,1.0,4.0,0,8.612685172875459,0,False,False
68184971,6.0,48.0,840.0,2,1.0,4.0,0,6.734591659972948,1,True,False
68188367,3.0,54.0,2156.60009765625,0,3.0,1.0,1,7.676751817087037,1,True,False
68191771,7.0,51.0,2966.52001953125,1,2.0,3.0,1,7.995481872722651,1,False,False
68193131,4.0,35.0,0.0,0,2.0,2.0,1,0.0,0,False,False
68193135,6.0,31.0,888.330017089844,0,1.0,2.0,0,6.790468389450981,0,False,False
68195847,6.0,53.0,2800.0,2,3.0,4.0,0,7.937731775260109,0,False,False
68197887,6.0,62.0,2415.0,0,4.0,1.0,1,7.789868559054706,1,False,False
68197899,6.0,28.0,551.409973144531,2,4.0,4.0,0,6.314290475580219,1,False,False
68197903,6.0,25.0,1000.41998291016,0,9.0,1.0,1,6.909174254669944,0,False,True
68199247,5.0,38.0,4445.330078125,1,3.0,3.0,0,8.39983433336194,0,False,False
68202647,5.0,48.0,600.0,1,1.0,3.0,0,6.398594934535208,1,False,False
68214207,3.0,64.0,1592.07995605469,0,9.0,1.0,1,7.373424500775193,0,False,True
68214887,6.0,52.0,35801.94921875,2,1.0,4.0,0,10.485785549407723,0,False,False
68214891,5.0,50.0,7450.0,2,1.0,4.0,0,8.916103530553727,1,False,False
68216247,5.0,49.0,3366.080078125,2,1.0,4.0,0,8.121801202105166,1,True,False
68216251,3.0,48.0,2484.0,2,1.0,4.0,0,7.818027938530729,0,False,False
68219647,6.0,53.0,3300.0,0,1.0,1.0,1,8.101980731853192,1,False,False
68224407,3.0,43.0,1137.5,0,2.0,,1,7.037466885503794,0,False,True
68227807,5.0,62.0,1977.0,0,1.0,2.0,0,7.589841512182657,0,False,False
68230527,4.0,56.0,1032.0,0,4.0,2.0,1,6.940222469119639,1,False,True
68230531,5.0,25.0,92.5400009155273,0,1.0,4.0,1,4.538389162085289,1,False,False
68231211,4.0,56.0,1464.67004394531,0,4.0,2.0,0,7.290067784771117,0,False,True
68238011,3.0,65.0,1586.0,0,1.0,2.0,0,7.369600720526409,1,False,False
68244811,4.0,58.0,3220.830078125,0,1.0,1.0,1,8.077704824334118,0,False,False
68247527,6.0,52.0,2400.0,0,3.0,3.0,0,7.783640596221253,1,False,False
68247531,5.0,55.0,1538.32995605469,0,3.0,3.0,0,7.339102507256066,0,False,True
68288327,5.0,50.0,2886.75,1,1.0,4.0,0,7.96823293116879,1,False,False
68288331,7.0,49.0,2481.330078125,1,1.0,4.0,0,7.816952945691468,0,False,False
68293091,6.0,60.0,2453.0,0,1.0,6.0,0,7.805474625270857,0,False,False
68293095,6.0,35.0,1475.0,2,3.0,4.0,0,7.297091005160418,0,True,False
68293099,6.0,32.0,2269.580078125,1,1.0,6.0,0,7.727790618854631,0,False,True
68294451,2.0,50.0,2605.19995117188,0,1.0,2.0,0,7.865648481975436,1,False,False
68295127,1.0,51.0,2583.46997070313,0,2.0,5.0,0,7.857275725571932,0,False,False
68295131,2.0,50.0,1252.31994628906,1,2.0,5.0,0,7.133551266506441,1,True,False
68297853,2.0,37.0,15533.330078125,2,1.0,4.0,0,9.650807697506577,0,False,False
68297857,6.0,36.0,2463.330078125,2,1.0,4.0,0,7.8096752759595365,1,False,False
68303287,3.0,55.0,1320.82995605469,0,1.0,1.0,1,7.186772385856179,0,True,False
68317567,4.0,44.0,0.0,1,4.0,3.0,0,0.0,0,False,False
68320967,6.0,61.0,1703.2900390625,0,2.0,1.0,1,7.44090390362249,1,False,False
68320975,6.0,26.0,1919.0,0,,1.0,1,7.560080465021827,1,True,False
68322327,5.0,56.0,2382.0,0,2.0,2.0,0,7.776115477098742,1,False,False
68322331,5.0,63.0,2175.2900390625,0,2.0,2.0,0,7.685376889103849,0,False,False
68322335,5.0,31.0,2166.330078125,0,1.0,2.0,0,7.681251310252903,0,False,False
68327856,6.0,35.0,2614.46997070313,1,3.0,3.0,0,7.869199081461303,0,False,False
68329807,6.0,56.0,3716.96997070313,0,3.0,2.0,0,8.22093309151481,1,False,False
68329811,6.0,55.0,1787.5,0,5.0,2.0,0,7.4891325586990725,0,False,False
68333207,6.0,46.0,3685.68994140625,1,1.0,3.0,1,8.21248429960879,0,False,False
68336607,7.0,57.0,402.5,0,1.0,5.0,0,6.000176487710004,0,False,False
68336611,7.0,58.0,2040.0,0,3.0,1.0,0,7.621195162809845,1,False,True
68336615,7.0,34.0,13132.580078125,2,1.0,5.0,0,9.482927594115921,0,False,False
68338647,6.0,47.0,56357.109375,2,1.0,4.0,0,10.939481419938952,0,False,False
68340007,6.0,41.0,3565.51000976563,2,1.0,4.0,0,8.17934280832165,0,False,False
68340011,5.0,40.0,2757.080078125,2,1.0,4.0,0,7.922290092784898,1,False,False
68340075,6.0,55.0,3150.0,0,3.0,1.0,1,8.055475141757274,1,False,False
68341371,6.0,42.0,1620.07995605469,2,1.0,4.0,0,7.390847845660928,1,False,False
68344767,4.0,54.0,975.0,0,1.0,2.0,1,6.883462586413092,1,False,True
68347487,3.0,64.0,1498.32995605469,0,5.0,3.0,0,7.312773591328399,0,False,True
68347503,6.0,30.0,2340.0,0,4.0,3.0,1,7.75833346749091,1,False,False
68348851,5.0,37.0,51.1500015258789,2,2.0,3.0,1,3.954124210706204,0,True,False
68351571,7.0,48.0,2149.169921875,1,3.0,6.0,0,7.673302151428964,0,False,True
68352927,5.0,40.0,3148.080078125,2,1.0,4.0,0,8.0548656504776,1,False,False
68352931,3.0,41.0,485.329986572266,2,2.0,4.0,0,6.186887378211257,0,False,True
68354295,6.0,29.0,1798.32995605469,0,4.0,,1,7.495169627946995,0,False,True
68360492,7.0,64.0,1042.0,0,2.0,2.0,0,6.949856455000773,1,False,True
68361767,7.0,37.0,1058.46997070313,1,4.0,3.0,0,6.965524034412048,1,True,False
68361771,5.0,47.0,0.0,0,1.0,3.0,0,0.0,1,False,False
68364487,6.0,46.0,2700.0,2,1.0,4.0,0,7.901377353792616,1,False,False
68364491,6.0,48.0,4562.18017578125,2,1.0,4.0,0,8.425775066402771,0,False,False
68378095,4.0,53.0,2686.669921875,0,4.0,4.0,0,7.8964298971813776,0,False,True
68378099,3.0,55.0,1690.0,0,1.0,4.0,0,7.43307534889858,1,False,True
68378111,3.0,27.0,0.0,0,1.0,4.0,1,0.0,1,False,False
68380982,6.0,41.0,2400.0,0,3.0,2.0,0,7.783640596221253,0,False,False
68388287,2.0,37.0,1590.97998046875,3,2.0,5.0,0,7.372733791242818,1,False,True
68391015,5.0,35.0,1714.0,0,3.0,2.0,0,7.44716835960004,1,False,False
68412087,6.0,56.0,1317.17004394531,0,1.0,2.0,0,7.183999723390983,1,True,False
68412091,5.0,59.0,2204.169921875,0,1.0,2.0,0,7.698559846986647,0,False,False
68427047,5.0,56.0,5951.580078125,0,1.0,3.0,1,8.691580031126472,1,False,False
68430451,6.0,34.0,33027.1015625,1,1.0,3.0,0,10.40511404057498,1,False,False
68431807,6.0,56.0,1923.57995605469,1,2.0,3.0,0,7.562463018264872,0,False,False
68431811,6.0,48.0,1616.14001464844,1,1.0,3.0,0,7.388414444974086,1,False,False
68435887,6.0,47.0,5240.0,3,3.0,5.0,0,8.564267598802166,0,True,False
68439289,5.0,60.0,464.75,0,4.0,2.0,0,6.143649009481698,1,False,True
68439291,4.0,53.0,2252.15991210938,1,2.0,4.0,0,7.720088915325531,0,False,False
68444727,5.0,36.0,206.25,0,1.0,2.0,0,5.333925794015404,1,False,False
68453567,2.0,47.0,3729.669921875,1,1.0,3.0,0,8.224343100230882,0,False,False
68453571,6.0,43.0,3092.46997070313,1,4.0,3.0,0,8.037048707700114,1,False,False
68455611,1.0,57.0,1640.0,0,4.0,2.0,0,7.403061091090091,1,False,False
68469887,6.0,55.0,1889.0,0,3.0,2.0,0,7.5443321080536885,1,False,True
68469891,5.0,54.0,1721.44995117188,0,5.0,2.0,0,7.451502946542245,0,False,True
68474647,4.0,48.0,1300.0,0,5.0,2.0,0,7.170888478512505,1,False,True
68479407,3.0,57.0,2109.46997070313,0,3.0,2.0,1,7.6546659365987635,0,False,False
68483582,6.0,35.0,2812.25,0,1.0,2.0,0,7.942095677630107,0,False,False
68486887,7.0,33.0,0.0,0,2.0,1.0,1,0.0,0,False,False
68499807,1.0,57.0,0.0,0,2.0,1.0,1,0.0,0,False,False
68501167,6.0,60.0,2968.0,0,3.0,2.0,0,7.99598047476376,0,False,False
68501171,5.0,61.0,2856.830078125,0,2.0,2.0,0,7.957817901902501,1,True,False
68506611,3.0,51.0,3508.52001953125,0,4.0,3.0,0,8.163234560536953,0,False,True
68508651,6.0,63.0,270.589996337891,0,4.0,2.0,0,5.604293562671497,0,True,False
68510015,7.0,44.0,1547.08996582031,0,,1.0,1,7.344777169915899,0,False,True
68511367,3.0,60.0,0.0,0,3.0,3.0,0,0.0,1,False,False
68511371,6.0,61.0,2600.0,0,3.0,3.0,0,7.8636512654486515,0,False,True
68511379,2.0,27.0,1029.17004394531,0,3.0,3.0,1,6.937479158806666,1,False,True
68512727,4.0,42.0,1990.0,2,3.0,4.0,0,7.596392304064196,0,True,False
68512731,6.0,41.0,2501.419921875,2,1.0,4.0,0,7.825013511426639,1,False,False
68530407,5.0,61.0,1338.82995605469,0,5.0,3.0,1,7.200297986426016,1,False,False
68530415,6.0,28.0,2478.0,0,1.0,3.0,0,7.8156105320351905,0,False,False
68531091,6.0,36.0,2729.3798828125,0,3.0,1.0,1,7.912196029711743,0,True,False
68535175,2.0,38.0,0.0,0,3.0,1.0,1,0.0,0,False,False
68538656,6.0,36.0,3655.19995117188,2,1.0,4.0,0,8.204179622318103,0,False,False
68539255,5.0,30.0,4000.0,0,1.0,1.0,1,8.294299608857235,1,False,False
68545367,6.0,47.0,3412.5,0,1.0,1.0,1,8.135493436858335,0,False,False
68546047,5.0,49.0,1953.0,0,2.0,1.0,1,7.577633832602728,0,True,False
68548087,3.0,61.0,572.169982910156,0,4.0,2.0,1,6.351182327015021,1,False,True
68548091,6.0,55.0,1902.92004394531,0,3.0,1.0,1,7.551670220743347,0,False,True
68561011,6.0,48.0,1682.46997070313,0,2.0,4.0,0,7.428612401021862,0,True,False
68565091,6.0,53.0,3942.0,0,1.0,2.0,0,8.279697133877628,0,False,False
68567805,5.0,62.0,760.5,0,9.0,2.0,1,6.635290172335217,1,False,True
68567809,7.0,29.0,1841.67004394531,0,3.0,2.0,1,7.518970909598977,0,False,False
68569165,6.0,57.0,1956.0,0,5.0,2.0,0,7.579167967396076,0,False,True
68569167,6.0,37.0,2812.169921875,3,1.0,5.0,0,7.942067212593328,1,False,False
68569169,4.0,57.0,352.559997558594,0,3.0,2.0,0,5.868053195287537,1,False,False
68569173,5.0,31.0,761.030029296875,1,3.0,3.0,0,6.635985963436234,1,False,True
68571205,5.0,63.0,2010.0,0,3.0,2.0,0,7.606387389772652,0,False,False
68572579,5.0,32.0,2166.669921875,2,3.0,4.0,0,7.681408100910663,0,False,True
68573245,4.0,58.0,2283.18994140625,0,3.0,2.0,0,7.733766729054692,0,False,True
68573249,5.0,53.0,933.5,0,3.0,2.0,0,6.840011626895618,1,False,False
68573253,6.0,32.0,1950.0,2,3.0,4.0,0,7.576097340623111,1,True,False
68575977,3.0,43.0,2850.19995117188,2,1.0,4.0,0,7.955495220151027,1,True,False
68576647,3.0,54.0,499.329986572266,0,5.0,1.0,1,6.215267853880221,0,False,False
68578689,6.0,29.0,3011.830078125,0,1.0,1.0,1,8.010635141298685,1,False,False
68596367,6.0,46.0,3072.89990234375,1,4.0,6.0,0,8.030702360895546,0,False,True
68597727,6.0,63.0,1016.66998291016,0,1.0,1.0,1,6.925270962735052,1,False,False
68598475,5.0,58.0,2291.4599609375,0,1.0,2.0,0,7.737380738738188,1,False,False
68612687,6.0,49.0,1198.10998535156,0,4.0,1.0,1,7.089334881722544,0,True,False
68615407,5.0,54.0,1960.0,0,4.0,3.0,0,7.581209826196346,0,False,False
68615411,6.0,47.0,1280.0,0,3.0,3.0,0,7.155396301896734,1,True,False
68622211,6.0,63.0,2592.75,0,5.0,2.0,0,7.860859983979008,0,False,True
68622215,6.0,41.0,610.72998046875,0,4.0,2.0,0,6.416290976766873,1,True,False
68624251,6.0,45.0,0.0,0,5.0,4.0,0,0.0,1,False,False
68624927,5.0,57.0,0.0,0,4.0,2.0,0,0.0,1,False,False
68624931,6.0,62.0,1962.5,0,3.0,2.0,0,7.582483874018064,0,False,True
68628333,6.0,34.0,1918.0,1,1.0,3.0,0,7.5595594960077,0,False,False
68629687,6.0,42.0,2727.080078125,1,1.0,3.0,0,7.911353372683921,1,False,False
68629691,3.0,47.0,3230.48999023438,1,1.0,3.0,0,8.080698607138004,0,False,False
68636487,3.0,51.0,1286.14001464844,1,4.0,3.0,0,7.160177993169391,1,True,False
68636491,3.0,52.0,1389.81994628906,1,4.0,3.0,0,7.237648741624956,0,False,True
68646096,6.0,40.0,3450.0,0,3.0,2.0,0,8.146419323098003,0,False,False
68652807,6.0,63.0,455.649993896484,0,2.0,2.0,0,6.123917219771837,1,False,True
68652811,6.0,60.0,4504.169921875,0,1.0,2.0,0,8.412980887838328,0,False,False
68652896,4.0,54.0,1757.5,0,1.0,3.0,0,7.472216451914037,1,False,True
68653487,6.0,63.0,4803.669921875,0,3.0,1.0,1,8.47734362432576,1,False,True
68656215,6.0,36.0,5969.16015625,2,3.0,5.0,0,8.69452903286936,0,False,False
68657575,6.0,33.0,2904.0,3,2.0,4.0,1,7.974188669286011,1,False,True
68658247,6.0,65.0,3437.82006835938,0,5.0,2.0,0,8.142883688144428,1,False,False
68680007,6.0,49.0,1051.25,0,4.0,4.0,0,6.95868600765068,1,True,False
68680144,6.0,31.0,1217.67004394531,2,3.0,4.0,0,7.105515415192006,0,False,True
68690887,7.0,42.0,910.0,1,4.0,4.0,0,6.814542897259958,1,False,True
68690891,5.0,45.0,3247.0,1,4.0,4.0,0,8.085794701281568,0,False,False
68693607,6.0,55.0,3387.169921875,0,1.0,2.0,0,8.128045208550578,1,False,False
68695647,6.0,45.0,1255.0,2,2.0,4.0,0,7.135687347028144,0,False,False
68704487,6.0,40.0,2259.169921875,0,2.0,2.0,1,7.723195276110309,1,False,False
68705847,6.0,45.0,2700.0,0,2.0,1.0,1,7.901377353792616,0,False,False
68705851,6.0,47.0,1535.73999023438,0,3.0,1.0,1,7.337418562171879,1,False,True
68708567,5.0,62.0,-346.320007324219,0,3.0,3.0,0,0.0,1,True,False
68711287,7.0,64.0,1366.0,0,5.0,2.0,0,7.220373836723949,1,True,False
68718091,5.0,42.0,1896.5,0,3.0,1.0,1,7.548292509269785,1,True,False
68721491,7.0,56.0,968.400024414063,0,2.0,1.0,1,6.87667734859599,1,True,False
68728975,6.0,34.0,1510.67004394531,0,1.0,1.0,1,7.320970308021064,0,False,False
68740527,2.0,53.0,2500.0,0,4.0,3.0,0,7.824445930877619,0,False,True
68740531,4.0,51.0,1900.0,0,4.0,3.0,0,7.550135342488429,1,True,False
68740599,6.0,55.0,3411.0,0,1.0,4.0,0,8.13505390861157,0,False,False
68754807,6.0,41.0,2400.0,0,3.0,1.0,1,7.783640596221253,0,False,False
68757527,6.0,61.0,1716.0,0,3.0,2.0,0,7.448333860897476,0,False,False
68757531,6.0,53.0,1888.32995605469,0,4.0,2.0,0,7.543977524590417,1,False,False
68757535,5.0,35.0,520.0,2,1.0,4.0,0,6.255750041753367,1,True,False
68759579,6.0,27.0,1127.01000976563,0,4.0,3.0,1,7.028210305924332,0,False,False
68773847,6.0,57.0,817.049987792969,0,1.0,3.0,0,6.706923444506977,1,False,False
68773855,6.0,27.0,1400.0,0,1.0,2.0,0,7.244941546337007,1,False,True
68775209,5.0,42.0,5068.0,2,2.0,4.0,0,8.53089883847235,0,False,False
68781327,5.0,63.0,5000.02001953125,0,1.0,1.0,1,8.51739717451652,0,False,False
68784727,6.0,47.0,1780.94995117188,0,3.0,2.0,0,7.48546352187421,1,True,False
68784731,7.0,49.0,23215.580078125,0,3.0,2.0,0,10.05262196094746,0,False,False
68785411,3.0,39.0,1604.31005859375,0,3.0,2.0,1,7.381072199831153,0,False,False
68794247,3.0,54.0,2000.2099609375,0,2.0,3.0,0,7.601507257083923,1,False,False
68797647,6.0,36.0,7803.830078125,2,1.0,4.0,0,8.962498061812479,1,False,False
68797655,6.0,36.0,4148.56005859375,0,1.0,1.0,1,8.33075759762788,0,False,False
68802411,3.0,30.0,300.0,0,2.0,2.0,0,5.707110264748875,0,False,False
68805807,6.0,41.0,3800.0,2,1.0,4.0,0,8.24301946898925,0,True,False
68808527,6.0,57.0,8641.4697265625,0,1.0,3.0,0,9.064443668933121,1,False,False
68808531,6.0,58.0,4000.0,0,1.0,3.0,0,8.294299608857235,0,False,False
68813967,5.0,52.0,260.0,0,9.0,6.0,0,5.564520407322694,1,False,False
68813971,4.0,61.0,1797.75,0,5.0,6.0,1,7.4948472582015775,0,False,False
68813975,4.0,33.0,0.0,0,9.0,6.0,1,0.0,0,False,False
68815327,5.0,40.0,998.859985351563,2,4.0,4.0,0,6.907615254530734,1,False,False
68823487,6.0,50.0,8000.0,2,1.0,4.0,0,8.987321812850125,0,False,False
68844569,5.0,63.0,1039.33996582031,0,9.0,3.0,0,6.94730282893029,1,False,True
68844573,6.0,35.0,2036.46997070313,1,3.0,3.0,0,7.619464106701195,0,True,False
68844577,6.0,30.0,1125.33996582031,0,3.0,3.0,1,7.026728686593782,1,False,True
68847295,5.0,56.0,1746.89001464844,0,1.0,3.0,0,7.4661646335542216,1,False,True
68895567,2.0,43.0,1126.41003417969,0,2.0,5.0,1,7.027678275891431,1,False,False
68895571,2.0,44.0,3121.0,2,2.0,5.0,1,8.046229101075378,1,False,False
68901691,6.0,50.0,6308.330078125,0,1.0,5.0,0,8.749784781614538,0,False,False
68903731,6.0,53.0,479.670013427734,0,5.0,4.0,0,6.175180991900951,0,False,False
68924886,6.0,40.0,3412.580078125,2,1.0,4.0,0,8.135516895825884,1,False,False
68928211,2.0,40.0,5374.7099609375,2,5.0,4.0,1,8.589645930029121,1,False,True
68932967,6.0,47.0,2292.330078125,2,1.0,4.0,0,7.737760222836034,1,True,False
68932971,5.0,49.0,3906.5,2,3.0,4.0,0,8.270653062295631,0,False,False
68933651,6.0,64.0,2300.0,0,1.0,3.0,0,7.741099090035366,1,False,False
68933655,6.0,32.0,3320.0,0,1.0,2.0,0,8.108021221376747,1,False,False
68933663,5.0,26.0,1524.16003417969,0,1.0,3.0,1,7.329854623981347,1,True,False
68937047,4.0,41.0,2600.0,2,1.0,4.0,0,7.8636512654486515,1,False,False
68939099,6.0,29.0,4200.0,0,3.0,3.0,1,8.343077871169383,0,False,False
68945887,3.0,59.0,5536.97021484375,0,3.0,5.0,0,8.619383325392816,1,False,False
68949295,4.0,43.0,3100.0,0,4.0,1.0,1,8.03947991910045,1,False,False
68960847,6.0,58.0,2948.0,0,2.0,2.0,1,7.989221408815276,1,False,False
68963571,6.0,54.0,4745.080078125,0,1.0,4.0,0,8.465074309614637,0,False,False
68964927,6.0,56.0,4887.66015625,0,9.0,2.0,0,8.494673548248079,0,False,False
68964931,6.0,62.0,2573.40991210938,0,3.0,2.0,0,7.85337562649072,1,True,False
68965607,5.0,65.0,4379.0,0,2.0,1.0,1,8.384804003370492,1,False,False
68970375,6.0,25.0,2041.0,2,2.0,4.0,0,7.621684998724611,0,True,False
68992807,4.0,57.0,2797.0,0,1.0,3.0,0,7.936660155225426,1,False,False
69007087,5.0,48.0,445.230010986328,0,3.0,4.0,0,6.10083453878265,1,True,False
69007091,4.0,51.0,1522.0,0,3.0,2.0,0,7.328437352895162,0,False,True
69020090,6.0,62.0,2535.0,0,9.0,2.0,0,7.8383433155571165,1,False,False
69032251,4.0,60.0,507.0,0,4.0,2.0,0,6.230481447578482,1,False,False
69047887,6.0,47.0,6685.919921875,0,1.0,2.0,0,8.807908646787869,1,False,False
69049927,5.0,58.0,1044.15002441406,0,4.0,2.0,0,6.951915718127175,1,True,False
69049931,4.0,56.0,1127.35998535156,0,5.0,2.0,0,7.028520517094924,0,True,False
69053327,6.0,60.0,1695.51000976563,0,2.0,3.0,0,7.436328484451871,0,False,False
69053331,5.0,57.0,4014.0,0,1.0,3.0,0,8.297792626380861,1,False,False
69062847,6.0,63.0,1534.82995605469,0,1.0,2.0,0,7.336826201885729,1,False,False
69062855,5.0,32.0,4761.14013671875,1,3.0,3.0,0,8.468452454736184,0,False,True
69062859,6.0,30.0,2157.56005859375,0,1.0,2.0,0,7.67719663883534,0,True,False
69068967,6.0,50.0,2071.0,2,2.0,4.0,0,7.6362696033793735,1,False,False
69070331,3.0,58.0,6.65000009536743,0,9.0,12.0,0,2.034705660304775,0,False,False
69070339,3.0,27.0,994.789978027344,0,1.0,12.0,1,6.9035363699149634,1,False,False
69070347,2.0,30.0,0.0,0,3.0,12.0,0,0.0,1,False,False
69070351,1.0,57.0,1406.32995605469,0,9.0,12.0,0,7.249449539965621,1,False,False
69071007,4.0,52.0,3100.0,0,3.0,2.0,0,8.03947991910045,1,True,False
69073055,6.0,33.0,2778.02001953125,2,2.0,4.0,0,7.929853633578107,1,False,False
